Date,region,match_id,P1,P2,Char1,Char2,Winner,Loser,winChar,loseChar,win_dummy,winner_id,loser_id,winner_rank,loser_rank,win_value,loss_value
2016-05-09,Chicago,"1, 7",Adam,Jose,Alex,Ken,Adam,Jose,Alex,Ken,1,124,713,8,1,0.625,8.5
2016-05-09,Chicago,"1, 7",Adam,Jose,Alex,Ken,Jose,Adam,Ken,Alex,1,713,124,1,8,8.5,0.625
2016-05-09,Chicago,"1, 7",Adam,Jose,Elena,Ken,Jose,Adam,Ken,Elena,1,713,120,1,3,3.5,0.8333333333333333
2016-05-09,Chicago,"1, 7",Adam,Jose,Elena,Ken,Adam,Jose,Elena,Ken,1,120,713,3,1,0.8333333333333333,3.5
2016-05-09,Chicago,"1, 7",Adam,Jose,Elena,Ken,Adam,Jose,Elena,Ken,1,120,713,3,1,0.8333333333333333,3.5
2016-05-09,Chicago,"1, 7",Adam,Jose,Elena,Ken,Adam,Jose,Elena,Ken,1,120,713,3,1,0.8333333333333333,3.5
2016-05-09,Chicago,"1, 7",Adam,Jose,Elena,Ken,Adam,Jose,Elena,Ken,1,120,713,3,1,0.8333333333333333,3.5
2016-05-09,Chicago,"1, 7",Adam,Jose,Elena,Ken,Adam,Jose,Elena,Ken,1,120,713,3,1,0.8333333333333333,3.5
2016-05-09,Chicago,"1, 7",Adam,Jose,Elena,Ken,Adam,Jose,Elena,Ken,1,120,713,3,1,0.8333333333333333,3.5
2016-05-09,Chicago,"1, 7",Adam,Jose,Elena,Ken,Jose,Adam,Ken,Elena,1,713,120,1,3,3.5,0.8333333333333333
2016-05-09,Chicago,"1, 7",Adam,Jose,Yang,Ken,Adam,Jose,Yang,Ken,1,116,713,4,1,0.75,4.5
2016-05-09,Chicago,"1, 7",Adam,Jose,Yang,Ken,Adam,Jose,Yang,Ken,1,116,713,4,1,0.75,4.5
2016-05-09,Chicago,"1, 7",Adam,Jose,Yang,Ken,Adam,Jose,Yang,Ken,1,116,713,4,1,0.75,4.5
2016-05-09,Chicago,"1, 7",Adam,Jose,Yang,Elena,Adam,Jose,Yang,Elena,1,116,720,4,1,0.75,4.5
2016-05-09,Chicago,"1, 7",Adam,Jose,Yang,Elena,Adam,Jose,Yang,Elena,1,116,720,4,1,0.75,4.5
2016-05-09,Chicago,"1, 7",Adam,Jose,Yang,Elena,Jose,Adam,Elena,Yang,1,720,116,1,4,4.5,0.75
2016-05-09,Chicago,"1, 7",Adam,Jose,Yang,Elena,Adam,Jose,Yang,Elena,1,116,720,4,1,0.75,4.5
2016-05-09,Chicago,"1, 7",Adam,Jose,Yang,Elena,Adam,Jose,Yang,Elena,1,116,720,4,1,0.75,4.5
2016-05-09,Chicago,"1, 7",Adam,Jose,Yang,Elena,Adam,Jose,Yang,Elena,1,116,720,4,1,0.75,4.5
2016-05-06,Chicago,"2, 9",Brian,Michael,Oro,Remy,Brian,Michael,Oro,Remy,1,225,927,1,1,1.5,1.5
2016-05-06,Chicago,"2, 9",Brian,Michael,Oro,Remy,Michael,Brian,Remy,Oro,1,927,225,1,1,1.5,1.5
2016-05-06,Chicago,"2, 9",Brian,Michael,Oro,Remy,Michael,Brian,Remy,Oro,1,927,225,1,1,1.5,1.5
2016-05-06,Chicago,"2, 9",Brian,Michael,Oro,Remy,Brian,Michael,Oro,Remy,1,225,927,1,1,1.5,1.5
2016-05-06,Chicago,"2, 9",Brian,Michael,Oro,Ken,Brian,Michael,Oro,Ken,1,225,913,1,1,1.5,1.5
2016-05-06,Chicago,"2, 9",Brian,Michael,Oro,Ken,Brian,Michael,Oro,Ken,1,225,913,1,1,1.5,1.5
2016-05-03,Chicago,"7, 12",Jose,Tony,Elena,Hugo,Jose,Tony,Elena,Hugo,1,720,1223,1,1,1.5,1.5
2016-05-03,Chicago,"7, 12",Jose,Tony,Elena,Hugo,Tony,Jose,Hugo,Elena,1,1223,720,1,1,1.5,1.5
2016-05-03,Chicago,"7, 12",Jose,Tony,Elena,Hugo,Tony,Jose,Hugo,Elena,1,1223,720,1,1,1.5,1.5
2016-05-03,Chicago,"7, 12",Jose,Tony,Elena,Hugo,Jose,Tony,Elena,Hugo,1,720,1223,1,1,1.5,1.5
2016-05-03,Chicago,"7, 11",Jose,Quentin,Elena,Ken,Quentin,Jose,Ken,Elena,1,1113,720,8,1,0.625,8.5
2016-05-03,Chicago,"7, 11",Jose,Quentin,Ken,Ken,Quentin,Jose,Ken,Ken,1,1113,713,8,1,0.625,8.5
2016-05-03,Chicago,"7, 11",Jose,Quentin,Ken,Ken,Quentin,Jose,Ken,Ken,1,1113,713,8,1,0.625,8.5
2016-05-03,Chicago,"7, 11",Jose,Quentin,Ken,Ken,Quentin,Jose,Ken,Ken,1,1113,713,8,1,0.625,8.5
2016-05-03,Chicago,"12, 9",Tony,Michael,Hugo,Ken,Tony,Michael,Hugo,Ken,1,1223,913,1,1,1.5,1.5
2016-05-03,Chicago,"12, 9",Tony,Michael,Hugo,Remy,Tony,Michael,Hugo,Remy,1,1223,927,1,1,1.5,1.5
2016-05-03,Chicago,"12, 9",Tony,Michael,Hugo,Remy,Tony,Michael,Hugo,Remy,1,1223,927,1,1,1.5,1.5
2016-05-03,Chicago,"12, 9",Tony,Michael,Hugo,Remy,Michael,Tony,Remy,Hugo,1,927,1223,1,1,1.5,1.5
2016-05-03,Chicago,"12, 11",Tony,Quentin,Hugo,Remy,Tony,Quentin,Hugo,Remy,1,1223,1127,1,1,1.5,1.5
2016-05-03,Chicago,"12, 11",Tony,Quentin,Hugo,Ken,Quentin,Tony,Ken,Hugo,1,1113,1223,8,1,0.625,8.5
2016-05-03,Chicago,"12, 11",Tony,Quentin,Hugo,Ken,Quentin,Tony,Ken,Hugo,1,1113,1223,8,1,0.625,8.5
2016-05-03,Chicago,"12, 11",Tony,Quentin,Hugo,Ken,Quentin,Tony,Ken,Hugo,1,1113,1223,8,1,0.625,8.5
2016-05-03,Chicago,"7, 11",Jose,Quentin,Elena,Ken,Quentin,Jose,Ken,Elena,1,1113,720,8,1,0.625,8.5
2016-05-03,Chicago,"7, 11",Jose,Quentin,Elena,Ken,Quentin,Jose,Ken,Elena,1,1113,720,8,1,0.625,8.5
2016-05-03,Chicago,"7, 11",Jose,Quentin,Elena,Ken,Jose,Quentin,Elena,Ken,1,720,1113,1,8,8.5,0.625
2016-05-03,Chicago,"7, 11",Jose,Quentin,Elena,Makoto,Quentin,Jose,Makoto,Elena,1,1114,720,9,1,0.6111111111111112,9.5
2016-05-03,Chicago,"7, 11",Jose,Quentin,Elena,Makoto,Quentin,Jose,Makoto,Elena,1,1114,720,9,1,0.6111111111111112,9.5
2016-05-03,Chicago,"7, 11",Jose,Quentin,Elena,Makoto,Quentin,Jose,Makoto,Elena,1,1114,720,9,1,0.6111111111111112,9.5
2016-05-03,Chicago,"9, 11",Michael,Quentin,Elena,Makoto,Quentin,Michael,Makoto,Elena,1,1114,920,9,1,0.6111111111111112,9.5
2016-05-03,Chicago,"9, 11",Michael,Quentin,Elena,Makoto,Quentin,Michael,Makoto,Elena,1,1114,920,9,1,0.6111111111111112,9.5
2016-05-03,Chicago,"9, 11",Michael,Quentin,Elena,Makoto,Quentin,Michael,Makoto,Elena,1,1114,920,9,1,0.6111111111111112,9.5
2016-05-03,Chicago,"9, 2",Michael,Brian,Remy,Ken,Michael,Brian,Remy,Ken,1,927,213,1,1,1.5,1.5
2016-05-03,Chicago,"9, 2",Michael,Brian,Remy,Ken,Michael,Brian,Remy,Ken,1,927,213,1,1,1.5,1.5
2016-05-03,Chicago,"9, 2",Michael,Brian,Remy,Ken,Brian,Michael,Ken,Remy,1,213,927,1,1,1.5,1.5
2016-05-03,Chicago,"11, 2",Quentin,Brian,Urien,Ken,Brian,Quentin,Ken,Urien,1,213,1118,1,1,1.5,1.5
2016-05-03,Chicago,"11, 2",Quentin,Brian,Chun,Ken,Quentin,Brian,Chun,Ken,1,1111,213,5,1,0.7,5.5
2016-05-03,Chicago,"11, 2",Quentin,Brian,Chun,Ken,Quentin,Brian,Chun,Ken,1,1111,213,5,1,0.7,5.5
2016-05-03,Chicago,"11, 12",Quentin,Tony,Chun,Hugo,Quentin,Tony,Chun,Hugo,1,1111,1223,5,1,0.7,5.5
2016-05-03,Chicago,"11, 12",Quentin,Tony,Chun,Hugo,Tony,Quentin,Hugo,Chun,1,1223,1111,1,5,5.5,0.7
2016-05-03,Chicago,"11, 12",Quentin,Tony,Ryu,Hugo,Quentin,Tony,Ryu,Hugo,1,1119,1223,2,1,1.0,2.5
2016-05-03,Chicago,"11, 12",Quentin,Tony,Ryu,Hugo,Quentin,Tony,Ryu,Hugo,1,1119,1223,2,1,1.0,2.5
2016-05-03,Chicago,"11, 7",Quentin,Jose,Ryu,Elena,Quentin,Jose,Ryu,Elena,1,1119,720,2,1,1.0,2.5
2016-05-03,Chicago,"11, 7",Quentin,Jose,Ryu,Elena,Quentin,Jose,Ryu,Elena,1,1119,720,2,1,1.0,2.5
2016-05-03,Chicago,"11, 7",Quentin,Jose,Ryu,Elena,Quentin,Jose,Ryu,Elena,1,1119,720,2,1,1.0,2.5
2016-05-03,Chicago,"11, 7",Quentin,Jose,Ryu,Elena,Jose,Quentin,Elena,Ryu,1,720,1119,1,2,2.5,1.0
2016-05-03,Chicago,"11, 7",Quentin,Jose,Makoto,Elena,Quentin,Jose,Makoto,Elena,1,1114,720,9,1,0.6111111111111112,9.5
2016-05-03,Chicago,"11, 2",Quentin,Brian,Makoto,Ken,Quentin,Brian,Makoto,Ken,1,1114,213,9,1,0.6111111111111112,9.5
2016-05-03,Chicago,"11, 2",Quentin,Brian,Makoto,Ken,Quentin,Brian,Makoto,Ken,1,1114,213,9,1,0.6111111111111112,9.5
2016-05-03,Chicago,"11, 9",Quentin,Michael,Makoto,Remy,Quentin,Michael,Makoto,Remy,1,1114,927,9,1,0.6111111111111112,9.5
2016-05-03,Chicago,"7, 9",Jose,Michael,Makoto,Remy,Michael,Jose,Remy,Makoto,1,927,714,1,1,1.5,1.5
2016-05-03,Chicago,"7, 9",Jose,Michael,Elena,Remy,Jose,Michael,Elena,Remy,1,720,927,1,1,1.5,1.5
2016-05-03,Chicago,"7, 9",Jose,Michael,Elena,Remy,Jose,Michael,Elena,Remy,1,720,927,1,1,1.5,1.5
2016-05-03,Chicago,"7, 9",Jose,Michael,Elena,Remy,Jose,Michael,Elena,Remy,1,720,927,1,1,1.5,1.5
2016-05-03,Chicago,"11, 12",Quentin,Tony,Dudley,Hugo,Quentin,Tony,Dudley,Hugo,1,1115,1223,5,1,0.7,5.5
2016-05-03,Chicago,"11, 12",Quentin,Tony,Dudley,Hugo,Quentin,Tony,Dudley,Hugo,1,1115,1223,5,1,0.7,5.5
2016-05-03,Chicago,"11, 12",Quentin,Tony,Dudley,Hugo,Quentin,Tony,Dudley,Hugo,1,1115,1223,5,1,0.7,5.5
2016-05-03,Chicago,"11, 12",Quentin,Tony,Dudley,Hugo,Quentin,Tony,Dudley,Hugo,1,1115,1223,5,1,0.7,5.5
2016-05-03,Chicago,"11, 12",Quentin,Tony,Dudley,Hugo,Quentin,Tony,Dudley,Hugo,1,1115,1223,5,1,0.7,5.5
2016-05-03,Chicago,"11, 7",Quentin,Jose,Dudley,Elena,Quentin,Jose,Dudley,Elena,1,1115,720,5,1,0.7,5.5
2016-05-03,Chicago,"11, 7",Quentin,Jose,Dudley,Elena,Quentin,Jose,Dudley,Elena,1,1115,720,5,1,0.7,5.5
2016-05-03,Chicago,"11, 7",Quentin,Jose,Dudley,Elena,Quentin,Jose,Dudley,Elena,1,1115,720,5,1,0.7,5.5
2016-05-03,Chicago,"11, 2",Quentin,Brian,Dudley,Ken,Quentin,Brian,Dudley,Ken,1,1115,213,5,1,0.7,5.5
2016-05-03,Chicago,"11, 2",Quentin,Brian,Dudley,Ken,Brian,Quentin,Ken,Dudley,1,213,1115,1,5,5.5,0.7
2016-05-03,Chicago,"11, 2",Quentin,Brian,Akuma,Ken,Quentin,Brian,Akuma,Ken,1,1117,213,3,1,0.8333333333333333,3.5
2016-05-03,Chicago,"11, 2",Quentin,Brian,Akuma,Ken,Quentin,Brian,Akuma,Ken,1,1117,213,3,1,0.8333333333333333,3.5
2016-05-03,Chicago,"11, 2",Quentin,Brian,Akuma,Ken,Quentin,Brian,Akuma,Ken,1,1117,213,3,1,0.8333333333333333,3.5
2016-05-03,Chicago,"9, 12",Michael,Tony,Chun,Oro,Tony,Michael,Oro,Chun,1,1225,911,2,1,1.0,2.5
2016-05-03,Chicago,"9, 12",Michael,Tony,Chun,Oro,Tony,Michael,Oro,Chun,1,1225,911,2,1,1.0,2.5
2016-05-03,Chicago,"9, 12",Michael,Tony,Chun,Oro,Tony,Michael,Oro,Chun,1,1225,911,2,1,1.0,2.5
2016-05-03,Chicago,"7, 12",Jose,Tony,Elena,Oro,Tony,Jose,Oro,Elena,1,1225,720,2,1,1.0,2.5
2016-05-03,Chicago,"7, 12",Jose,Tony,Elena,Oro,Jose,Tony,Elena,Oro,1,720,1225,1,2,2.5,1.0
2016-05-03,Chicago,"7, 12",Jose,Tony,Elena,Hugo,Tony,Jose,Hugo,Elena,1,1223,720,1,1,1.5,1.5
2016-05-03,Chicago,"7, 12",Jose,Tony,Elena,Hugo,Jose,Tony,Elena,Hugo,1,720,1223,1,1,1.5,1.5
2016-05-03,Chicago,"7, 12",Jose,Tony,Elena,Hugo,Tony,Jose,Hugo,Elena,1,1223,720,1,1,1.5,1.5
2016-05-03,Chicago,"2, 12",Brian,Tony,Ken,Hugo,Tony,Brian,Hugo,Ken,1,1223,213,1,1,1.5,1.5
2016-05-03,Chicago,"2, 12",Brian,Tony,Ken,Hugo,Tony,Brian,Hugo,Ken,1,1223,213,1,1,1.5,1.5
2016-05-03,Chicago,"9, 12",Michael,Tony,Chun,Hugo,Tony,Michael,Hugo,Chun,1,1223,911,1,1,1.5,1.5
2016-05-03,Chicago,"9, 12",Michael,Tony,Chun,Hugo,Tony,Michael,Hugo,Chun,1,1223,911,1,1,1.5,1.5
2016-05-03,Chicago,"9, 12",Michael,Tony,Chun,Hugo,Tony,Michael,Hugo,Chun,1,1223,911,1,1,1.5,1.5
2016-05-03,Chicago,"1, 12",Adam,Tony,Q,Hugo,Adam,Tony,Q,Hugo,1,126,1223,6,1,0.6666666666666666,6.5
2016-05-03,Chicago,"1, 12",Adam,Tony,Q,Hugo,Adam,Tony,Q,Hugo,1,126,1223,6,1,0.6666666666666666,6.5
2016-05-03,Chicago,"1, 11",Adam,Quentin,Q,Yang,Adam,Quentin,Q,Yang,1,126,1116,6,1,0.6666666666666666,6.5
2016-05-03,Chicago,"1, 11",Adam,Quentin,Q,Makoto,Adam,Quentin,Q,Makoto,1,126,1114,6,9,2.0,1.1666666666666665
2016-05-03,Chicago,"1, 11",Adam,Quentin,Q,Makoto,Adam,Quentin,Q,Makoto,1,126,1114,6,9,2.0,1.1666666666666665
2016-05-03,Chicago,"1, 11",Adam,Quentin,Q,Makoto,Quentin,Adam,Makoto,Q,1,1114,126,9,6,1.1666666666666665,2.0
2016-05-03,Chicago,"1, 11",Adam,Quentin,Q,Makoto,Adam,Quentin,Q,Makoto,1,126,1114,6,9,2.0,1.1666666666666665
2016-05-03,Chicago,"1, 12",Adam,Tony,Q,Hugo,Adam,Tony,Q,Hugo,1,126,1223,6,1,0.6666666666666666,6.5
2016-05-03,Chicago,"1, 12",Adam,Tony,Q,Hugo,Adam,Tony,Q,Hugo,1,126,1223,6,1,0.6666666666666666,6.5
2016-05-03,Chicago,"1, 7",Adam,Jose,Q,Elena,Adam,Jose,Q,Elena,1,126,720,6,1,0.6666666666666666,6.5
2016-05-03,Chicago,"1, 7",Adam,Jose,Q,Elena,Jose,Adam,Elena,Q,1,720,126,1,6,6.5,0.6666666666666666
2016-05-03,Chicago,"1, 7",Adam,Jose,Q,Elena,Jose,Adam,Elena,Q,1,720,126,1,6,6.5,0.6666666666666666
2016-05-03,Chicago,"1, 7",Adam,Jose,Q,Elena,Adam,Jose,Q,Elena,1,126,720,6,1,0.6666666666666666,6.5
2016-05-03,Chicago,"1, 7",Adam,Jose,Q,Elena,Adam,Jose,Q,Elena,1,126,720,6,1,0.6666666666666666,6.5
2016-05-03,Chicago,"1, 2",Adam,Brian,Q,Ken,Adam,Brian,Q,Ken,1,126,213,6,1,0.6666666666666666,6.5
2016-05-03,Chicago,"1, 2",Adam,Brian,Q,Ken,Adam,Brian,Q,Ken,1,126,213,6,1,0.6666666666666666,6.5
2016-05-03,Chicago,"1, 9",Adam,Michael,Q,Remy,Adam,Michael,Q,Remy,1,126,927,6,1,0.6666666666666666,6.5
2016-05-03,Chicago,"1, 9",Adam,Michael,Q,Remy,Adam,Michael,Q,Remy,1,126,927,6,1,0.6666666666666666,6.5
2016-05-03,Chicago,"1, 9",Adam,Michael,Q,Remy,Adam,Michael,Q,Remy,1,126,927,6,1,0.6666666666666666,6.5
2016-05-03,Chicago,"1, 9",Adam,Michael,Q,Remy,Adam,Michael,Q,Remy,1,126,927,6,1,0.6666666666666666,6.5
2016-05-03,Chicago,"1, 11",Adam,Quentin,Q,Makoto,Quentin,Adam,Makoto,Q,1,1114,126,9,6,1.1666666666666665,2.0
2016-05-03,Chicago,"1, 11",Adam,Quentin,Q,Makoto,Quentin,Adam,Makoto,Q,1,1114,126,9,6,1.1666666666666665,2.0
2016-05-03,Chicago,"1, 11",Adam,Quentin,Q,Makoto,Quentin,Adam,Makoto,Q,1,1114,126,9,6,1.1666666666666665,2.0
2016-05-03,Chicago,"12, 11",Tony,Quentin,Hugo,Makoto,Quentin,Tony,Makoto,Hugo,1,1114,1223,9,1,0.6111111111111112,9.5
2016-05-03,Chicago,"12, 11",Tony,Quentin,Hugo,Makoto,Quentin,Tony,Makoto,Hugo,1,1114,1223,9,1,0.6111111111111112,9.5
2016-05-03,Chicago,"12, 11",Tony,Quentin,Hugo,Makoto,Quentin,Tony,Makoto,Hugo,1,1114,1223,9,1,0.6111111111111112,9.5
2016-05-03,Chicago,"7, 11",Jose,Quentin,Elena,Makoto,Quentin,Jose,Makoto,Elena,1,1114,720,9,1,0.6111111111111112,9.5
2016-05-03,Chicago,"7, 11",Jose,Quentin,Elena,Makoto,Quentin,Jose,Makoto,Elena,1,1114,720,9,1,0.6111111111111112,9.5
2016-05-03,Chicago,"7, 11",Jose,Quentin,Elena,Makoto,Quentin,Jose,Makoto,Elena,1,1114,720,9,1,0.6111111111111112,9.5
2016-05-03,Chicago,"2, 11",Brian,Quentin,Ken,Makoto,Quentin,Brian,Makoto,Ken,1,1114,213,9,1,0.6111111111111112,9.5
2016-05-03,Chicago,"2, 11",Brian,Quentin,Ken,Makoto,Quentin,Brian,Makoto,Ken,1,1114,213,9,1,0.6111111111111112,9.5
2016-05-03,Chicago,"2, 11",Brian,Quentin,Ken,Makoto,Quentin,Brian,Makoto,Ken,1,1114,213,9,1,0.6111111111111112,9.5
2016-05-03,Chicago,"1, 11",Adam,Quentin,Dudley,Makoto,Adam,Quentin,Dudley,Makoto,1,115,1114,5,9,2.3,1.0555555555555556
2016-05-03,Chicago,"1, 11",Adam,Quentin,Dudley,Chun,Quentin,Adam,Chun,Dudley,1,1111,115,5,5,1.5,1.5
2016-05-03,Chicago,"1, 11",Adam,Quentin,Alex,Chun,Adam,Quentin,Alex,Chun,1,124,1111,8,5,1.125,2.1
2016-05-03,Chicago,"1, 11",Adam,Quentin,Alex,Ken,Adam,Quentin,Alex,Ken,1,124,1113,8,8,1.5,1.5
2016-05-03,Chicago,"1, 11",Adam,Quentin,Alex,Ken,Quentin,Adam,Ken,Alex,1,1113,124,8,8,1.5,1.5
2016-05-03,Chicago,"1, 11",Adam,Quentin,Alex,Ken,Quentin,Adam,Ken,Alex,1,1113,124,8,8,1.5,1.5
2016-05-03,Chicago,"1, 11",Adam,Quentin,Alex,Ken,Quentin,Adam,Ken,Alex,1,1113,124,8,8,1.5,1.5
2016-05-03,Chicago,"1, 11",Adam,Quentin,Alex,Ken,Quentin,Adam,Ken,Alex,1,1113,124,8,8,1.5,1.5
2016-05-03,Chicago,"1, 11",Adam,Quentin,Necro,Ken,Adam,Quentin,Necro,Ken,1,122,1113,5,8,2.1,1.125
2016-05-03,Chicago,"1, 11",Adam,Quentin,Necro,Urien,Adam,Quentin,Necro,Urien,1,122,1118,5,1,0.7,5.5
2016-05-03,Chicago,"1, 11",Adam,Quentin,Necro,Urien,Adam,Quentin,Necro,Urien,1,122,1118,5,1,0.7,5.5
2016-05-03,Chicago,"1, 11",Adam,Quentin,Necro,Yang,Adam,Quentin,Necro,Yang,1,122,1116,5,1,0.7,5.5
2016-05-03,Chicago,"1, 11",Adam,Quentin,Necro,Yang,Quentin,Adam,Yang,Necro,1,1116,122,1,5,5.5,0.7
2016-05-03,Chicago,"1, 11",Adam,Quentin,Necro,Yang,Adam,Quentin,Necro,Yang,1,122,1116,5,1,0.7,5.5
2016-05-03,Chicago,"1, 11",Adam,Quentin,Necro,Makoto,Adam,Quentin,Necro,Makoto,1,122,1114,5,9,2.3,1.0555555555555556
2016-05-03,Chicago,"1, 11",Adam,Quentin,Necro,Makoto,Quentin,Adam,Makoto,Necro,1,1114,122,9,5,1.0555555555555556,2.3
2016-05-03,Chicago,"1, 11",Adam,Quentin,Necro,Makoto,Adam,Quentin,Necro,Makoto,1,122,1114,5,9,2.3,1.0555555555555556
2016-05-03,Chicago,"1, 11",Adam,Quentin,Necro,Ryu,Adam,Quentin,Necro,Ryu,1,122,1119,5,2,0.9,3.0
2016-05-03,Chicago,"1, 11",Adam,Quentin,Necro,Ryu,Adam,Quentin,Necro,Ryu,1,122,1119,5,2,0.9,3.0
2016-05-03,Chicago,"1, 11",Adam,Quentin,Necro,Ryu,Adam,Quentin,Necro,Ryu,1,122,1119,5,2,0.9,3.0
2016-05-03,Chicago,"1, 11",Adam,Quentin,Necro,Remy,Adam,Quentin,Necro,Remy,1,122,1127,5,1,0.7,5.5
2016-05-03,Chicago,"1, 11",Adam,Quentin,Necro,Remy,Adam,Quentin,Necro,Remy,1,122,1127,5,1,0.7,5.5
2016-05-03,Chicago,"1, 11",Adam,Quentin,Necro,Remy,Adam,Quentin,Necro,Remy,1,122,1127,5,1,0.7,5.5
2016-05-03,Chicago,"1, 11",Adam,Quentin,Necro,Akuma,Quentin,Adam,Akuma,Necro,1,1117,122,3,5,2.166666666666667,1.1
2016-05-03,Chicago,"1, 11",Adam,Quentin,Necro,Akuma,Quentin,Adam,Akuma,Necro,1,1117,122,3,5,2.166666666666667,1.1
2016-05-03,Chicago,"1, 11",Adam,Quentin,Necro,Akuma,Adam,Quentin,Necro,Akuma,1,122,1117,5,3,1.1,2.166666666666667
2016-05-03,Chicago,"1, 11",Adam,Quentin,Necro,Makoto,Adam,Quentin,Necro,Makoto,1,122,1114,5,9,2.3,1.0555555555555556
2016-05-03,Chicago,"1, 11",Adam,Quentin,Necro,Makoto,Quentin,Adam,Makoto,Necro,1,1114,122,9,5,1.0555555555555556,2.3
2016-05-03,Chicago,"1, 11",Adam,Quentin,Necro,Makoto,Quentin,Adam,Makoto,Necro,1,1114,122,9,5,1.0555555555555556,2.3
2016-05-03,Chicago,"1, 11",Adam,Quentin,Necro,Makoto,Adam,Quentin,Necro,Makoto,1,122,1114,5,9,2.3,1.0555555555555556
2016-05-03,Chicago,"1, 11",Adam,Quentin,Necro,Makoto,Adam,Quentin,Necro,Makoto,1,122,1114,5,9,2.3,1.0555555555555556
2016-05-03,Chicago,"1, 11",Adam,Quentin,Necro,Makoto,Adam,Quentin,Necro,Makoto,1,122,1114,5,9,2.3,1.0555555555555556
2016-05-03,Chicago,"1, 11",Adam,Quentin,Necro,Makoto,Quentin,Adam,Makoto,Necro,1,1114,122,9,5,1.0555555555555556,2.3
2016-05-03,Chicago,"1, 11",Adam,Quentin,Necro,Makoto,Adam,Quentin,Necro,Makoto,1,122,1114,5,9,2.3,1.0555555555555556
2016-05-03,Chicago,"1, 11",Adam,Quentin,Necro,Makoto,Quentin,Adam,Makoto,Necro,1,1114,122,9,5,1.0555555555555556,2.3
2016-05-03,Chicago,"1, 11",Adam,Quentin,Necro,Makoto,Quentin,Adam,Makoto,Necro,1,1114,122,9,5,1.0555555555555556,2.3
2016-05-03,Chicago,"1, 11",Adam,Quentin,Necro,Makoto,Quentin,Adam,Makoto,Necro,1,1114,122,9,5,1.0555555555555556,2.3
